GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36
0500000US34019,34019,"Hunterdon County, New Jersey",46786,531,102500,2533,94.5,0.8,102457,2612,1.7,0.7,63816,26745,0.0,0.1,-,**,2.8,0.2,145724,20491,0.0,0.1,50769,1701,0.6,0.2,74318,45542,0.5,0.2,73542,78245,2.5,0.4,87396,28813,92.4,1.0,102623,2519,0.9,0.3,48415,5795,31.4,0.9,111745,2771,48.5,0.8,119012,3419,19.2,0.6,50564,2663,34273,633,119989,2803,48.6,1.3,127745,5293,51.4,1.3,110065,5371,87.3,1.2,129392,3753,8.9,0.8,57169,4336,3.8,0.7,83125,10652,12513,640,51591,2446,54.5,2.7,44054,3731,47.6,2.9,39693,4889,6.9,1.3,105587,6844,45.5,2.7,62000,7091,36.3,2.7,52691,3438,9.1,1.8,104615,19280,22.0,(X),(X),(X),22.4,(X),(X),(X),20.1,(X),(X),(X)
0500000US34021,34021,"Mercer County, New Jersey",127437,1039,71767,1634,70.3,0.5,80137,1776,19.0,0.5,42229,2175,0.2,0.1,70286,13328,6.7,0.3,112920,3131,0.0,0.1,53561,29203,2.7,0.3,51481,7950,1.0,0.2,66447,12663,8.8,0.4,53706,4194,64.7,0.5,83083,1779,2.5,0.3,28671,3598,36.0,0.7,77563,3485,40.2,0.7,91090,2426,21.3,0.5,39469,1720,86378,1019,89887,1782,48.2,1.0,88771,2975,51.8,1.0,90696,2112,73.4,0.9,108946,2185,19.8,0.8,40911,3729,6.7,0.6,58411,6603,41059,968,40125,1732,57.0,1.2,34106,2292,49.6,1.3,30715,1627,7.4,0.8,73664,14130,43.0,1.2,48954,4576,33.8,1.3,41010,2871,9.2,1.1,78261,10767,26.2,(X),(X),(X),26.1,(X),(X),(X),24.7,(X),(X),(X)
0500000US34023,34023,"Middlesex County, New Jersey",271722,1724,76321,749,68.4,0.4,74902,933,9.2,0.2,63598,2343,0.2,0.1,68875,38755,15.6,0.2,103908,2323,0.1,0.1,90000,96734,5.4,0.3,54154,2523,1.2,0.1,63196,7938,13.7,0.2,54596,1531,60.5,0.3,77601,1006,2.1,0.2,30945,3571,38.9,0.4,84324,1579,39.5,0.4,90610,1449,19.5,0.4,39474,1152,194670,1872,89583,969,49.2,0.6,91966,1975,50.8,0.6,87663,1335,78.3,0.7,101257,839,15.5,0.6,50017,2053,6.1,0.4,62451,4269,77052,1380,43703,1052,55.1,1.1,34799,1157,47.9,1.2,31895,1252,7.2,0.6,72244,5641,44.9,1.1,55785,1664,33.5,1.2,48515,2290,11.4,0.9,87626,5531,28.6,(X),(X),(X),29.0,(X),(X),(X),26.3,(X),(X),(X)
0500000US34025,34025,"Monmouth County, New Jersey",231057,1228,82013,1057,85.3,0.3,85260,1197,7.4,0.2,44762,3070,0.2,0.1,49208,18213,4.3,0.2,110738,5752,0.0,0.1,223359,119059,1.8,0.2,47485,3743,0.9,0.1,62794,7300,5.9,0.3,52153,4316,81.7,0.4,86418,1170,1.8,0.2,44167,3032,32.1,0.3,88818,1839,44.3,0.3,100819,1557,21.8,0.3,43503,1212,162226,1540,100974,1325,48.9,0.6,104392,1962,51.1,0.6,97620,1693,80.9,0.7,113283,1603,13.8,0.6,48963,1763,5.4,0.4,61689,6242,68831,1433,42138,1136,57.2,1.1,34216,1961,50.7,1.2,30486,1100,6.6,0.7,78750,6514,42.8,1.1,52781,1776,34.3,1.1,48292,1995,8.4,0.7,80327,6686,23.8,(X),(X),(X),24.4,(X),(X),(X),21.2,(X),(X),(X)
0500000US34027,34027,"Morris County, New Jersey",174940,995,96316,1374,86.3,0.4,98222,1517,3.2,0.2,58190,5472,0.1,0.1,32314,16656,7.1,0.2,113816,4064,0.1,0.1,61344,27211,2.3,0.2,56702,5001,1.0,0.2,83403,17715,8.2,0.3,67063,4115,80.9,0.4,100125,1344,1.4,0.2,45536,10084,34.7,0.4,104921,2207,43.7,0.4,113311,2438,20.1,0.4,50810,1821,127502,1222,114019,1401,49.1,0.7,122011,2177,50.9,0.7,106339,2248,84.8,0.7,124272,1737,10.9,0.6,60632,2521,4.3,0.4,70259,6690,47438,1108,51685,2217,56.8,1.4,44122,1736,50.5,1.4,39622,2370,6.3,0.7,96130,6451,43.2,1.4,62527,3840,34.2,1.4,56039,2241,9.0,1.1,90513,10156,24.5,(X),(X),(X),25.0,(X),(X),(X),22.3,(X),(X),(X)
0500000US34029,34029,"Ocean County, New Jersey",220656,1380,59939,919,93.5,0.3,60246,961,2.9,0.2,51656,5324,0.1,0.1,34911,3085,1.4,0.1,73696,13673,0.0,0.1,-,**,1.4,0.2,52208,6104,0.7,0.1,58144,12819,4.8,0.2,57144,3792,90.3,0.3,60197,1015,1.6,0.2,37161,2309,27.6,0.4,75754,1844,36.8,0.3,79115,1481,33.9,0.3,35120,750,150745,1258,73834,1105,40.3,0.6,79269,1820,59.7,0.6,70446,1309,81.6,0.7,80791,1057,13.2,0.6,45478,1891,5.3,0.4,57124,6242,69911,1326,31150,1139,61.8,1.1,25416,756,55.7,1.0,22961,893,6.1,0.6,78489,4310,38.2,1.1,43634,1936,31.3,1.0,38142,2727,7.0,0.7,74483,4573,26.5,(X),(X),(X),26.5,(X),(X),(X),25.1,(X),(X),(X)
0500000US34031,34031,"Passaic County, New Jersey",159616,1052,54888,1104,64.2,0.6,67541,1404,12.4,0.4,36402,1923,0.2,0.1,30813,45383,4.1,0.2,93599,8622,0.0,0.1,-,**,17.9,0.5,34152,1571,1.2,0.2,42633,7566,28.9,0.5,37368,1558,54.3,0.5,72006,1684,2.7,0.3,26106,1584,36.7,0.6,57126,1925,39.5,0.6,69709,2134,21.1,0.5,32983,1196,113325,1465,66025,1425,46.7,0.8,61498,2484,53.3,0.8,69436,1926,69.3,0.8,82028,2150,22.6,0.8,34117,1865,8.1,0.5,49117,3947,46291,1151,32448,1265,53.3,1.2,26769,1506,47.4,1.2,23986,1376,5.9,0.8,58898,6728,46.7,1.2,40419,2467,38.0,1.3,34920,3611,8.8,0.9,63980,5744,24.2,(X),(X),(X),24.4,(X),(X),(X),22.9,(X),(X),(X)
0500000US34033,34033,"Salem County, New Jersey",25194,388,59452,2491,82.3,1.1,64922,2110,14.3,0.9,31830,6583,0.3,0.2,85050,100055,0.6,0.3,65368,71014,0.0,0.1,-,**,1.5,0.5,36481,13558,0.9,0.4,29583,56872,3.6,0.4,50511,34347,80.5,1.0,65026,2073,2.8,0.7,24884,5793,32.5,1.1,65103,3022,40.6,1.1,74002,3083,24.1,0.8,32992,3128,17476,387,71951,2439,41.1,1.9,66435,3541,58.9,1.9,74414,2959,73.2,2.0,84648,3063,18.9,1.7,37861,7143,7.9,1.3,53138,11898,7718,398,29600,1980,56.6,2.7,23338,2629,48.9,2.8,20049,2029,7.7,1.7,68083,17581,43.4,2.7,38616,3743,34.6,2.7,33403,5272,8.8,2.0,66397,5795,24.9,(X),(X),(X),24.4,(X),(X),(X),23.2,(X),(X),(X)
0500000US34035,34035,"Somerset County, New Jersey",113514,767,96233,1782,78.2,0.5,96083,2087,8.1,0.3,78438,9950,0.1,0.1,74167,41209,10.4,0.3,130417,4603,0.0,0.1,-,**,2.5,0.3,58478,10183,0.7,0.1,85469,24640,8.8,0.3,65354,3271,72.3,0.4,99474,1783,1.2,0.2,45078,17118,36.6,0.6,103517,2205,43.1,0.5,113814,2337,19.1,0.4,50283,2236,82523,1110,113873,1922,51.6,0.8,120402,2165,48.4,0.8,104856,2052,83.5,0.8,124266,2485,12.2,0.7,63427,2963,4.3,0.4,65938,7704,30991,1010,55155,2155,59.7,1.5,48803,2429,52.3,1.6,43920,2454,7.4,0.9,91071,11630,40.3,1.5,64194,3960,32.0,1.4,56338,2929,8.3,1.0,97857,10187,31.2,(X),(X),(X),30.6,(X),(X),(X),32.5,(X),(X),(X)
0500000US34037,34037,"Sussex County, New Jersey",55079,533,81488,1578,95.2,0.4,82015,1658,1.4,0.2,75250,11283,0.1,0.1,27750,17305,1.7,0.2,68903,8501,0.0,0.1,-,**,1.1,0.3,82000,18965,0.6,0.2,64628,34876,4.6,0.4,78297,10496,91.8,0.4,82200,1692,1.3,0.3,38750,17083,34.6,0.6,88527,2305,47.0,0.6,92444,3876,17.0,0.4,42560,4022,41539,684,92188,1906,48.3,1.3,92210,3252,51.7,1.3,92166,2114,83.9,1.1,100175,2238,11.0,0.9,52710,4841,5.1,0.6,68522,5263,13540,597,44715,2084,52.3,2.6,34582,2686,43.1,2.5,30021,3105,9.2,2.1,71742,12635,47.7,2.6,53727,2444,38.4,2.5,49672,5044,9.3,1.5,80750,19519,25.8,(X),(X),(X),27.2,(X),(X),(X),19.8,(X),(X),(X)
0500000US34039,34039,"Union County, New Jersey",183687,972,66433,1026,63.3,0.5,74298,1537,21.1,0.3,52253,2352,0.2,0.1,73750,20294,3.9,0.2,92596,8259,0.0,0.1,47375,35722,10.5,0.4,50347,3262,0.9,0.1,65042,14933,20.9,0.4,50615,2274,53.4,0.4,80771,1744,2.0,0.3,36676,7800,36.8,0.5,69768,2161,39.9,0.5,81718,1945,21.4,0.4,38552,1666,129444,1332,80524,1492,48.1,0.8,79539,2195,51.9,0.8,81212,1590,70.2,0.9,98004,1676,21.6,0.9,43151,2480,8.2,0.6,54845,3147,54243,1240,35785,1324,55.7,1.1,30445,1321,50.5,1.3,27579,1462,5.2,0.7,76487,9919,44.3,1.1,43586,2084,36.9,1.2,39165,1886,7.4,0.7,74699,10296,31.8,(X),(X),(X),31.9,(X),(X),(X),29.1,(X),(X),(X)
0500000US34041,34041,"Warren County, New Jersey",42376,489,69767,1978,92.4,0.6,70732,1969,2.7,0.5,54802,7195,0.0,0.1,-,**,2.2,0.2,98021,15386,0.0,0.1,-,**,1.6,0.5,52216,8772,1.0,0.4,45625,34821,5.2,0.5,53946,5634,89.1,0.5,71432,1936,1.4,0.4,26674,19955,35.1,0.8,76745,4086,42.4,0.9,85558,2942,21.0,0.6,34486,2246,29996,558,83777,2292,48.6,1.4,85536,4356,51.4,1.4,82733,2745,78.5,1.6,93205,1705,15.6,1.4,39587,3125,5.9,0.9,54525,14082,12380,541,39063,2249,55.3,2.3,33110,2968,48.0,2.4,27766,3748,7.3,1.5,73598,9055,44.7,2.3,44832,4962,36.1,2.3,40699,3851,8.6,1.5,77929,32874,20.3,(X),(X),(X),20.7,(X),(X),(X),17.7,(X),(X),(X)
